LinkedIn,Twitter,Facebook,Industry Groups,Number of Funding Rounds,Closed Date,Last Equity Funding Type,IPO Status,Organization Name,CB Rank (Company),Website,Total Funding Amount,Total Funding Amount Currency,Postal Code,Phone Number,Contact Email,Number of Exits,SEMrush - Global Traffic Rank,city,country,Regions,State,Founded Year 5+,Operating Status (Labeled),Company Type (Labeled),employees counts,Within One Year,Total Funding Amount Preprocessed
1,1,0,"Consumer Electronics, Consumer Goods, Gaming, Hardware, Science and Engineering, Software, Transportation",3.0,0,0,0,TANGI0,오,1,0.0,USD,SW4 7NQ,0,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
0,0,0,"Government and Military, Information Technology, Transportation",0.0,0,0,0,Xinghan Space Technology,오,1,0.0,0,0,1,1,0.0,일,,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
1,1,1,"Apps, Consumer Electronics, Consumer Goods, Hardware, Mobile, Navigation and Mapping, Real Estate, Science and Engineering, Software",4.0,0,Venture - Series Unknown,0,Unifly,사,1,33200000.0,EUR,2100,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
1,0,1,"Financial Services, Information Technology, Professional Services, Science and Engineering",2.0,0,Undisclosed,0,My Sky,사,1,5000000.0,USD,1005,1,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,4.0,0,0
1,0,0,"Consumer Electronics, Consumer Goods, Hardware, Navigation and Mapping, Science and Engineering, Software",0.0,0,0,0,Aerotestra,오,1,0.0,0,0,0,0,0.0,일,,us,San Francisco Bay Area,West Coast,1,1,1,2.0,0,0
0,0,0,"Apps, Artificial Intelligence (AI), Data and Analytics, Design, Manufacturing, Science and Engineering, Software, Transportation",5.0,0,Corporate Round,0,Yihang.ai,사,1,320000000.0,CNY,100015,0,1,0.0,일,,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,1,1
1,0,0,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering",1.0,0,Angel,0,Honeycomb Aerospace Technologies,오,1,3000000.0,CNY,0,1,1,0.0,일,key_ares,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,0,0
1,1,0,"Information Technology, Manufacturing, Other, Science and Engineering",0.0,0,0,0,AviX Aero,오,1,0.0,0,75225,0,1,0.0,일,,us,Dallas/Fort Worth Metroplex,Southern US,1,1,1,1.0,0,0
0,0,0,"Transportation, Travel and Tourism",4.0,0,Series B,0,Mancando,사,1,114302119.0,USD,0,1,1,0.0,일,,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,4.0,0,0
1,0,0,"Financial Services, Science and Engineering",0.0,0,0,0,Aistech,오,1,0.0,0,0,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
1,1,1,"Data and Analytics, Design, Science and Engineering",0.0,0,0,0,AerX Labs,오,1,0.0,0,560102,1,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
1,0,0,"Apps, Financial Services, Health Care, Mobile, Payments, Real Estate, Science and Engineering, Software",1.0,0,Venture - Series Unknown,0,Elefund,사,1,0.0,USD,94041-2093,1,1,7.0,오,,us,San Francisco Bay Area,West Coast,1,1,1,1.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Transportation",2.0,0,0,0,"Skylift Global, Inc.",오,1,150000.0,USD,92069,1,1,0.0,일,,us,Greater San Diego Area,Western US,1,1,1,1.0,0,0
1,0,0,"Commerce and Shopping, Events, Media and Entertainment, Science and Engineering",1.0,0,Angel,0,AVIATIONX,오,1,3000000.0,CNY,0,1,1,0.0,일,,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,0,0
1,0,0,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Science and Engineering",0.0,0,0,0,CR Flight,오,1,0.0,0,94070,1,1,0.0,일,,us,San Francisco Bay Area,West Coast,1,1,1,1.0,0,0
0,0,0,"Internet Services, Science and Engineering, Travel and Tourism",0.0,0,0,0,Skyscanner Japan,오,1,0.0,0,0,0,0,0.0,사,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,7.0,0,0
1,1,1,"Hardware, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software",3.0,0,Pre-Seed,0,Spaceit,사,1,1050000.0,EUR,0,0,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,0,1,"Consumer Goods, Education, Manufacturing, Science and Engineering",0.0,0,0,0,Platinum Simulators Inc,오,1,0.0,0,92008,1,1,0.0,일,,us,Greater San Diego Area,Western US,1,1,1,1.0,0,0
1,1,1,"Data and Analytics, Hardware, Internet Services, Navigation and Mapping, Science and Engineering, Transportation",5.0,0,Series B,0,Open Cosmos,사,1,62612924.0,USD,OX11 0QR,0,1,0.0,오,,,Europe,and Africa (EMEA),1,0,1,3.0,1,0
1,1,1,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Other, Science and Engineering, Software",1.0,0,Venture - Series Unknown,0,Talon Aerolytics,사,1,10500000.0,USD,31833,1,1,0.0,오,,us,East Coast,Southern US,1,1,1,2.0,0,0
1,1,0,"Consumer Electronics, Hardware, Information Technology, Internet Services, Science and Engineering, Software, Transportation",5.0,0,Venture - Series Unknown,0,Grid Raster,사,1,6275000.0,USD,94043,0,1,0.0,오,,us,San Francisco Bay Area,West Coast,1,1,1,2.0,0,0
1,0,0,"Professional Services, Science and Engineering, Transportation",0.0,0,0,0,Avia Blu Flightline,오,1,0.0,0,CM24 1QW,1,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
1,0,1,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software",0.0,0,0,0,LotusX,오,1,0.0,0,19103,0,1,0.0,일,,us,Greater Philadelphia Area,Northeastern US,1,1,1,1.0,0,0
0,1,1,"Consumer Goods, Design, Professional Services, Science and Engineering",0.0,0,0,0,Spacecraft,오,1,0.0,0,0,1,1,0.0,일,,us,Greater Los Angeles Area,Western US,1,1,1,1.0,0,0
1,1,1,Science and Engineering,0.0,0,0,0,Waxwing Avionics,오,1,0.0,0,BA13 4HR,1,1,0.0,일,,,Europe,and Africa (EMEA),1,0,1,1.0,0,0
1,1,1,"Apps, Data and Analytics, Information Technology, Science and Engineering, Software, Transportation, Travel and Tourism",3.0,0,Undisclosed,0,Djetops Ltd,오,1,0.0,USD,GU14 6XA,1,1,0.0,일,,,Europe,and Africa (EMEA),1,0,1,2.0,0,0
1,0,1,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software",0.0,0,0,0,Air Spectral,오,1,0.0,0,0,0,0,0.0,일,,,European Union (EU),and Africa (EMEA),1,0,1,1.0,0,0
1,0,0,"Health Care, Science and Engineering",0.0,0,0,0,Mobile Rescue Services Ltd.,오,1,0.0,0,PL08,1,1,0.0,일,,,0,0,1,1,1,1.0,0,0
0,0,0,"Commerce and Shopping, Education, Information Technology, Other, Transportation",0.0,0,0,0,E-PEB,오,0,0.0,0,0,0,0,0.0,일,,,Latin America,Latin America,1,0,1,1.0,0,0
1,1,0,"Science and Engineering, Transportation",3.0,0,Venture - Series Unknown,0,Magnax,사,1,39927284.0,USD,8500,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
1,1,1,"Consumer Electronics, Government and Military, Hardware, Manufacturing, Science and Engineering",0.0,0,0,0,NEO Tech,오,1,0.0,0,91311,1,1,0.0,오,,us,Greater Los Angeles Area,Western US,1,1,1,7.0,0,0
1,1,1,"Administrative Services, Information Technology, Manufacturing, Other, Science and Engineering",0.0,0,0,0,AMM Enterprise GmbH,오,1,0.0,0,21149,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,4.0,0,0
1,1,1,"Science and Engineering, Transportation, Travel and Tourism",0.0,0,0,0,Nuevo Pudahuel,오,1,0.0,0,9020000,1,1,0.0,일,,,Latin America,Latin America,1,1,1,7.0,0,0
1,1,1,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1.0,0,Seed,0,SynapseMX,오,1,0.0,USD,0,1,1,0.0,일,,us,Greater Atlanta Area,Southern US,1,1,1,1.0,0,0
0,0,1,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Science and Engineering",0.0,0,0,0,GiantDrone,오,1,0.0,0,0,1,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,0,0
1,1,1,Science and Engineering,2.0,0,0,1,Fly Exclusive,사,1,55800000.0,USD,28504,1,0,0.0,오,,us,East Coast,Southern US,1,1,1,6.0,1,0
1,0,0,"Consumer Electronics, Consumer Goods, Energy, Hardware, Manufacturing, Science and Engineering, Sustainability, Transportation",2.0,0,Seed,0,Cuberg,사,1,224950.0,USD,94608,0,1,0.0,오,,us,San Francisco Bay Area,Western US,1,1,1,4.0,0,0
1,0,0,"Manufacturing, Science and Engineering, Software, Transportation",2.0,0,Series A,0,NaraSpace Technology,사,1,13500000000.0,KRW,0,1,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,1
1,1,1,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",3.0,0,Seed,0,Mission Control Space Services Inc.,사,1,3500000.0,USD,K1S5B6,0,1,0.0,오,,,Great Lakes,Great Lakes,1,1,1,2.0,1,0
1,1,1,"Community and Lifestyle, Internet Services, Science and Engineering, Travel and Tourism",4.0,0,Series A,0,Wingly,사,1,5000000.0,EUR,75011,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
1,1,1,"Hardware, Internet Services, Science and Engineering",4.0,1,Series A,0,Audacy,사,1,13127172.0,USD,94040,0,1,0.0,일,,us,San Francisco Bay Area,West Coast,1,0,1,2.0,0,0
1,1,1,"Science and Engineering, Transportation",0.0,0,0,0,Green Tech Aircraft,오,1,0.0,0,3001,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,1,1,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Manufacturing, Science and Engineering, Software",1.0,0,0,0,Pzartech,오,1,0.0,USD,6123401,0,1,0.0,일,,,Europe,Middle East,1,0,1,1.0,0,0
1,1,0,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Manufacturing, Professional Services, Science and Engineering, Software, Transportation",3.0,0,Series A,0,Relimetrics,사,1,9785000.0,USD,94085,1,1,0.0,일,,us,San Francisco Bay Area,West Coast,1,1,1,2.0,0,0
1,1,1,"Other, Science and Engineering, Transportation",0.0,0,0,0,Originair,오,1,0.0,0,0,1,1,0.0,오,,,Asia-Pacific (APAC),Australasia,1,1,1,2.0,0,0
1,0,1,"Manufacturing, Science and Engineering, Transportation",4.0,0,Series A,0,Bellatrix Aerospace,사,1,11063167.0,USD,641021,0,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
0,0,0,"Consumer Electronics, Consumer Goods, Hardware, Privacy and Security, Science and Engineering",2.0,0,Series B,0,Boying,사,1,30000000.0,CNY,0,1,1,0.0,일,key_ares,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
0,0,0,"Apps, Community and Lifestyle, Mobile, Software, Transportation",2.0,0,Series A,0,AIO Space,오,1,6000000.0,CNY,0,1,1,0.0,일,key_ares,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,3.0,0,0
1,1,1,"Design, Education, Science and Engineering, Transportation",1.0,0,Angel,0,"Hazon Solutions, LLC",사,1,1000000.0,USD,23451,1,1,0.0,일,,us,East Coast,Southern US,1,1,1,2.0,0,0
1,0,0,"Internet Services, Science and Engineering, Transportation",3.0,0,Venture - Series Unknown,0,D.Y. Innovations,사,1,12209439.0,USD,0,1,1,0.0,일,,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Design, Hardware, Manufacturing, Other, Science and Engineering",1.0,0,0,0,FlyingBasket,오,1,0.0,USD,39100,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
1,1,1,"Government and Military, Professional Services, Science and Engineering, Software",1.0,0,Seed,0,"GovBizConnect, Inc.",오,1,0.0,USD,0,1,1,0.0,일,,us,Washington DC Metro Area,Southern US,1,1,1,1.0,0,0
0,0,0,"Blockchain and Cryptocurrency, Education, Internet Services, Other, Real Estate, Science and Engineering, Software",0.0,0,0,0,Nameless Technologies,오,1,0.0,0,0,1,1,0.0,일,,,0,0,1,1,1,1.0,0,0
1,1,1,"Health Care, Science and Engineering, Transportation",0.0,0,0,0,Atom Aviation Services,오,1,0.0,0,0,1,0,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
1,0,0,"Agriculture and Farming, Consumer Electronics, Consumer Goods, Hardware, Professional Services, Science and Engineering, Software",3.0,0,Venture - Series Unknown,0,Nileworks,사,1,2400000000.0,JPY,151-0066,1,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,1.0,0,1
1,1,0,"Consumer Electronics, Consumer Goods, Design, Government and Military, Hardware, Information Technology, Internet Services, Other, Science and Engineering",2.0,0,0,0,Ascent AeroSystems,사,1,1006000.0,USD,0,0,1,0.0,오,,us,Greater Boston Area,New England,1,1,1,1.0,0,0
1,0,0,"Manufacturing, Science and Engineering, Transportation",2.0,0,Series A,0,Volitation,사,1,13000000.0,CNY,0,1,1,0.0,일,key_ares,cn,Asia-Pacific (APAC),Asia-Pacific (APAC),1,0,1,1.0,0,0
1,1,1,"Hardware, Science and Engineering, Software",6.0,0,Series A,0,EnduroSat,사,1,28640707.0,USD,0,0,0,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,4.0,1,0
1,0,1,"Data and Analytics, Hardware, Navigation and Mapping, Transportation",3.0,0,Series C,0,CONTEC,사,1,58673755.0,USD,34133,0,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,0,0
1,1,1,"Community and Lifestyle, Science and Engineering, Transportation, Travel and Tourism",0.0,0,0,0,FlyBoku,오,1,0.0,0,101241,1,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
1,0,0,"Consumer Electronics, Government and Military, Hardware, Information Technology, Privacy and Security, Science and Engineering",0.0,0,0,0,Tech Solutions International,오,1,0.0,0,110092,1,1,0.0,일,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,3.0,0,0
0,0,0,Transportation,0.0,0,0,0,MESA,오,0,0.0,0,0,0,0,0.0,일,,,0,0,1,1,1,2.0,0,0
1,0,0,"Hardware, Science and Engineering, Software",1.0,0,Venture - Series Unknown,0,LyteLoop,사,1,40000000.0,USD,11021,1,1,0.0,일,,us,Greater New York Area,Northeastern US,1,1,1,1.0,0,0
1,0,0,"Hardware, Science and Engineering",4.0,0,Seed,0,Aquarian Space,사,1,760000.0,USD,80301,0,0,0.0,일,,us,Greater Denver Area,Western US,1,1,1,1.0,0,0
1,1,0,"Manufacturing, Science and Engineering",3.0,0,Seed,0,Additive Rocket Corporation,사,1,1470000.0,USD,92161,1,1,0.0,일,,us,Greater San Diego Area,Western US,1,0,1,1.0,0,0
1,1,1,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering, Transportation",4.0,0,Equity Crowdfunding,0,Prime Lightworks,사,1,120000.0,USD,90230,1,1,0.0,일,,us,Greater Los Angeles Area,Western US,1,1,1,1.0,0,0
1,1,1,"Gaming, Hardware, Science and Engineering",1.0,0,Seed,0,Aphelion Orbitals,사,1,500000.0,USD,07087,0,0,0.0,일,,us,Greater New York Area,Northeastern US,1,1,1,1.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Hardware, Other, Science and Engineering",3.0,0,Seed,0,Airmada,사,1,870000.0,USD,02111,1,1,0.0,일,,us,Greater Boston Area,New England,1,0,1,1.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Science and Engineering",1.0,0,0,0,FuVeX,사,1,50000.0,EUR,31500,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,1,1,"Financial Services, Hardware, Lending and Investments, Navigation and Mapping, Science and Engineering",1.0,0,0,0,Rokubun,오,1,50000.0,EUR,08860,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
1,1,0,"Financial Services, Transportation",1.0,0,Undisclosed,0,Intellectus Partners,오,1,0.0,USD,94111,1,1,3.0,일,silicon_valley,us,San Francisco Bay Area,Western US,1,1,1,1.0,0,0
1,1,0,"Privacy and Security, Science and Engineering",4.0,0,Series C,0,Unseenlabs,이,1,112500000.0,EUR,0,0,0,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,1,0
1,0,0,"Consumer Electronics, Energy, Government and Military, Hardware, Health Care, Information Technology, Manufacturing, Science and Engineering, Transportation",6.0,0,Venture - Series Unknown,0,ION Storage Systems,사,1,52500000.0,USD,20705,1,1,0.0,오,,us,Washington DC Metro Area,Southern US,1,1,1,1.0,1,0
1,0,0,"Manufacturing, Science and Engineering",1.0,0,Series A,0,Jetoptera,사,1,250000.0,USD,98020,1,1,0.0,오,,us,Greater Seattle Area,Western US,1,1,1,1.0,0,0
1,1,1,"Community and Lifestyle, Hardware, Health Care, Media and Entertainment, Software, Transportation",2.0,0,Seed,0,SpaceVR,사,1,1385000.0,USD,0,0,0,0.0,오,silicon_valley,us,San Francisco Bay Area,Western US,1,1,1,1.0,0,0
1,1,0,"Financial Services, Lending and Investments, Science and Engineering",0.0,0,0,0,Airbus Ventures,사,1,0.0,0,94025,1,0,8.0,오,,us,San Francisco Bay Area,West Coast,1,1,1,1.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Energy, Hardware, Natural Resources, Science and Engineering, Software, Sustainability",2.0,0,Seed,0,Iridium Dynamics,사,1,173963.0,USD,0,0,0,0.0,일,,,Asia-Pacific (APAC),Australasia,1,1,1,1.0,0,0
1,0,0,Science and Engineering,1.0,0,Seed,0,Marble,오,1,0.0,USD,0,0,1,0.0,일,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
1,1,1,"Professional Services, Science and Engineering, Transportation",6.0,0,Series B,0,Phase Four,사,1,29565499.0,USD,90245,0,1,0.0,오,,us,Greater Los Angeles Area,Western US,1,1,1,2.0,0,0
1,1,1,"Manufacturing, Science and Engineering",5.0,0,Venture - Series Unknown,0,Poly6 Technologies,사,1,5132537.0,USD,02215,0,1,0.0,일,,us,Greater Boston Area,New England,1,1,1,2.0,0,0
1,1,1,"Manufacturing, Science and Engineering, Transportation",2.0,0,Seed,0,Skycom,사,1,547608.0,USD,0,0,1,0.0,일,,us,Southern US,Southern US,1,1,1,2.0,1,0
1,0,0,"Information Technology, Science and Engineering, Software",2.0,0,Seed,0,Orbital Micro Systems,사,1,650000.0,USD,80301,0,1,0.0,일,,us,Greater Denver Area,Western US,1,1,1,2.0,0,0
1,0,0,"Manufacturing, Media and Entertainment, Science and Engineering, Video",1.0,0,0,0,ZM Interactive,사,1,10000000.0,USD,94131,1,1,0.0,일,silicon_valley,us,San Francisco Bay Area,Western US,1,1,1,2.0,0,0
1,1,1,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering, Software, Transportation",2.0,0,Series A,0,iniVation,사,1,0.0,USD,8050,0,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
1,1,0,"Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",2.0,0,Venture - Series Unknown,0,Firnas Aero,사,1,250000.0,USD,0,0,0,0.0,일,,,Europe,Middle East,1,1,1,2.0,0,0
1,1,1,"Administrative Services, Agriculture and Farming, Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation",1.0,0,Pre-Seed,0,Hylio,사,1,0.0,USD,77469,1,1,0.0,오,,us,Greater Houston Area,Southern US,1,1,1,2.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software",0.0,0,0,0,Skyborne Technologies,오,1,0.0,0,4172,1,1,0.0,오,,,Asia-Pacific (APAC),Australasia,1,1,1,2.0,0,0
1,1,1,"Hardware, Science and Engineering, Transportation",12.0,0,Venture - Series Unknown,0,Alef Aeronautics,오,1,0.0,USD,95051,0,1,0.0,오,,us,San Francisco Bay Area,West Coast,1,1,1,2.0,1,0
1,1,1,"Science and Engineering, Transportation",0.0,0,0,0,Equatorial Launch Australia,오,1,0.0,0,5000,1,1,0.0,일,,,Asia-Pacific (APAC),Australasia,1,1,1,2.0,0,0
1,1,0,"Hardware, Manufacturing, Science and Engineering",0.0,0,0,0,Hindsight Imaging,오,1,0.0,0,02445,1,1,0.0,일,,us,Greater Boston Area,New England,1,1,1,2.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Energy, Hardware, Natural Resources, Navigation and Mapping, Other, Science and Engineering, Sustainability",2.0,0,Pre-Seed,0,Skylark Drones,사,1,223400000.0,INR,560029,1,1,0.0,오,,,Asia-Pacific (APAC),Asia-Pacific (APAC),1,1,1,2.0,1,1
1,0,0,"Hardware, Science and Engineering, Software",6.0,0,Series B,0,ATLAS Space Operations,사,1,37000000.0,USD,49684,1,1,0.0,오,,us,Great Lakes,Midwestern US,1,1,1,2.0,0,0
1,1,0,"Consumer Electronics, Consumer Goods, Hardware, Privacy and Security, Science and Engineering, Software",4.0,0,Series B,0,SkySafe,사,1,45000000.0,USD,0,0,1,0.0,오,,us,Greater San Diego Area,Western US,1,1,1,2.0,0,0
1,0,0,"Government and Military, Information Technology, Manufacturing, Science and Engineering",6.0,0,Series A,0,Adranos Energetics,사,1,32890000.0,USD,47906,0,1,0.0,일,,us,Great Lakes,Midwestern US,1,1,1,2.0,0,0
1,0,0,"Hardware, Science and Engineering, Software, Transportation",3.0,0,Venture - Series Unknown,0,Wilder Systems,사,1,16283802.0,USD,78721,1,1,0.0,일,,us,Southern US,Southern US,1,1,1,2.0,1,0
1,0,0,"Manufacturing, Science and Engineering, Software, Transportation",4.0,0,Seed,0,TransAstra,사,1,6900000.0,USD,91331,1,0,0.0,일,,us,Greater Los Angeles Area,Western US,1,1,1,2.0,0,0
1,1,0,"Manufacturing, Science and Engineering",4.0,0,Series B,0,Equispheres,사,1,34622621.0,USD,0,1,1,0.0,오,,,Great Lakes,Great Lakes,1,1,1,2.0,0,0
1,1,1,"Apps, Consumer Electronics, Consumer Goods, Hardware, Mobile, Science and Engineering, Software",5.0,0,Venture - Series Unknown,0,Anra Technologies,사,1,8062391.0,USD,20190,1,1,0.0,오,,us,Washington DC Metro Area,Southern US,1,1,1,2.0,0,0
1,1,0,"Government and Military, Privacy and Security, Science and Engineering",6.0,0,Venture - Series Unknown,0,CERBAIR,사,1,7500000.0,EUR,92120,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,1,0
1,1,0,"Other, Science and Engineering",1.0,0,Series B,0,HySpecIQ,사,1,20000000.0,USD,0,0,0,0.0,일,,us,Washington DC Metro Area,Southern US,1,1,1,2.0,0,0
1,1,0,"Events, Media and Entertainment, Science and Engineering, Travel and Tourism",3.0,0,Seed,0,Lumo,사,1,2300000.0,USD,0,0,1,0.0,일,,us,Greater Boston Area,New England,1,1,1,2.0,0,0
1,1,1,"Apps, Consumer Electronics, Consumer Goods, Hardware, Navigation and Mapping, Professional Services, Science and Engineering, Software, Transportation",2.0,1,Seed,0,Drone Complier,사,1,1155000.0,USD,97068,1,1,0.0,오,,us,West Coast,Western US,1,0,1,2.0,0,0
1,1,1,"Biotechnology, Financial Services, Information Technology, Internet Services, Media and Entertainment, Science and Engineering, Software, Video",7.0,0,Series A,0,YellowDog,사,1,5381405.0,GBP,BS1 6AA,1,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
1,1,0,"Consumer Electronics, Hardware, Science and Engineering",1.0,0,Seed,0,Aerovinci,사,1,300000.0,EUR,0,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
1,0,0,"Financial Services, Science and Engineering, Transportation",0.0,0,0,0,Dragon Aviation Capital,오,1,0.0,0,409051,0,0,0.0,일,,,Asia-Pacific (APAC),Southeast Asia,1,1,1,2.0,0,0
1,1,0,"Hardware, Health Care, Science and Engineering, Software",5.0,0,Seed,0,Circular Wave Drive,사,1,2000000.0,USD,43212,1,1,0.0,오,,us,Great Lakes,Midwestern US,1,1,1,1.0,0,0
1,1,0,"Agriculture and Farming, Data and Analytics, Hardware, Software, Transportation",1.0,0,Series A,0,Space Ventures Investors,오,1,0.0,USD,60385,1,1,0.0,일,,,European Union (EU),and Africa (EMEA),1,1,1,1.0,0,0
0,0,0,"Energy, Manufacturing, Natural Resources, Science and Engineering, Sustainability",1.0,0,Equity Crowdfunding,0,Surface Coating Solutions,오,0,0.0,USD,77065,0,0,0.0,일,,us,Greater Houston Area,Southern US,1,1,1,1.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Hardware, Internet Services, Science and Engineering, Software",7.0,0,Series D,0,Airobotics,사,1,123652668.0,USD,4969107,1,1,0.0,오,,,Europe,Middle East,1,1,1,4.0,1,0
1,1,1,"Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software, Transportation",8.0,1,Venture - Series Unknown,0,AirMap,사,1,78657664.0,USD,90401,1,0,0.0,오,,us,Greater Los Angeles Area,Western US,1,0,1,4.0,0,0
1,1,1,"Consumer Electronics, Consumer Goods, Hardware, Internet Services, Science and Engineering, Software",6.0,0,Venture - Series Unknown,0,Altitude Angel,사,1,10863295.0,USD,RG1 1AZ,1,1,0.0,오,,,Europe,and Africa (EMEA),1,1,1,2.0,0,0
1,0,0,"Consumer Electronics, Hardware, Health Care, Information Technology, Manufacturing, Science and Engineering, Software, Transportation",4.0,0,Series A,0,AddiFab,사,1,50000.0,EUR,4040,1,1,0.0,오,,,European Union (EU),Scandinavia,1,1,1,2.0,0,0
1,0,1,Science and Engineering,0.0,0,0,0,Aircom Pacific Inc,오,1,0.0,0,94538,1,1,0.0,일,,us,San Francisco Bay Area,West Coast,1,1,1,2.0,0,0
1,1,1,"Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software, Transportation",1.0,0,Equity Crowdfunding,0,Emelody Worldwide,오,1,0.0,USD,30071,1,1,0.0,일,,us,Greater Atlanta Area,Southern US,1,1,1,2.0,0,0
1,1,1,"Education, Science and Engineering, Transportation",0.0,0,0,0,Aeropuerto de Castellon,오,1,0.0,0,12181,1,1,0.0,오,,,European Union (EU),and Africa (EMEA),1,1,1,2.0,0,0
0,0,0,"Manufacturing, Science and Engineering",0.0,0,0,0,Process Fab,오,1,0.0,0,90670,1,1,0.0,일,,us,Greater Los Angeles Area,Western US,1,1,1,4.0,0,0
1,0,1,"Design, Manufacturing, Science and Engineering",0.0,0,0,0,Rallc,오,1,0.0,0,12305-490,1,1,0.0,일,,,Latin America,Latin America,1,1,1,2.0,0,0
1,1,1,"Science and Engineering, Sustainability, Transportation",12.0,0,Equity Crowdfunding,0,bluShift Aerospace,사,1,3504320.0,USD,04011,1,1,0.0,오,,us,East Coast,Northeastern US,1,1,1,1.0,1,0
1,0,0,"Hardware, Science and Engineering, Transportation",2.0,0,0,0,Spacechips,오,1,50000.0,EUR,0,0,0,0.0,오,,,Europe,and Africa (EMEA),1,1,1,1.0,0,0
